route_id,service_id,trip_id,trip_headsign,trip_short_name
1275006900001,000148,22750069783931,Stockholm C Klarabergsviadukte,null
1275006900001,000148,22750069783793,Stockholm C Klarabergsviadukte,null
1275006900001,000094,22750069775330,Stockholm C Klarabergsviadukte,null
1275006900001,000094,22750069779566,Stockholm C Klarabergsviadukte,null
1275006900001,000094,22750069779588,Stockholm C Klarabergsviadukte,null
1275006900001,000094,22750069779632,Stockholm C Klarabergsviadukte,null
1275006900001,000094,22750069779676,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779720,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779764,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779808,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779852,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779874,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779918,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779962,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069780006,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069780050,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779302,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779324,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779346,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069775766,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069781074,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069775788,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069775832,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069781118,Stockholm C Klarabergsviadukte,null
1275006900001,000148,22750069783977,Stockholm C Klarabergsviadukte,null
1275006900001,000080,22750069779258,Stockholm C Klarabergsviadukte,null
1275006900001,000148,22750069784120,Stockholm C Klarabergsviadukte,null
1275006900001,000352,22750069783522,Stockholm C Klarabergsviadukte,null
1275006900001,000352,22750069783650,Stockholm C Klarabergsviadukte,null
1275006900001,000352,22750069783698,Stockholm C Klarabergsviadukte,null
1275006900001,000355,22750069783746,Stockholm C Klarabergsviadukte,null
1275002200001,000089,22750022527746,Johannesfred Spårv,null
1275002200001,000089,22750022527773,Johannesfred Spårv,null
1275002200001,000089,22750022527800,Johannesfred Spårv,null
1275002200001,000089,22750022527827,Johannesfred Spårv,null
1275002200001,000255,22750022535541,Johannesfred Spårv,null
1275002200001,000246,22750022535102,Johannesfred Spårv,null
1275002200001,000246,22750022535161,Johannesfred Spårv,null
1275002200001,000246,22750022535220,Johannesfred Spårv,null
1275002200001,000246,22750022535311,Johannesfred Spårv,null
1275002200001,000246,22750022535338,Johannesfred Spårv,null
1275002200001,000246,22750022532483,Johannesfred Spårv,null
1275002200001,000080,22750022509136,Solna station,null
1275002200001,000080,22750022519272,Solna station,null
1275002200001,000080,22750022519433,Solna station,null
1275002200001,000080,22750022519541,Solna station,null
1275002200001,000080,22750022519687,Solna station,null
1275002200001,000080,22750022519789,Solna station,null
1275002200001,000080,22750022519968,Solna station,null
1275002200001,000080,22750022520114,Solna station,null
1275002200001,000080,22750022525209,Solna station,null
1275002200001,000080,22750022525355,Solna station,null
1275002200001,000080,22750022525463,Solna station,null
1275002200001,000080,22750022525609,Solna station,null
1275002200001,000080,22750022525717,Solna station,null
1275002200001,000080,22750022525863,Solna station,null
1275002200001,000080,22750022526009,Solna station,null
1275002200001,000080,22750022526302,Solna station,null
1275002200001,000080,22750022526519,Solna station,null
1275002200001,000080,22750022526621,Solna station,null
1275002200001,000083,22750022499196,Solna station,null
1275002200001,000083,22750022509320,Solna station,null
1275002200001,000083,22750022528108,Solna station,null
1275002200001,000083,22750022528235,Solna station,null
1275002200001,000083,22750022528337,Solna station,null
1275002200001,000246,22750022498491,Solna station,null
1275002200001,000246,22750022528454,Solna station,null
1275002200001,000246,22750022528803,Solna station,null
1275002200001,000246,22750022528867,Solna station,null
1275002200001,000246,22750022528931,Solna station,null
1275002200001,000246,22750022528995,Solna station,null
1275002200001,000246,22750022529059,Solna station,null
1275002200001,000246,22750022529123,Solna station,null
1275002200001,000246,22750022529187,Solna station,null
1275002200001,000246,22750022529251,Solna station,null
1275002200001,000246,22750022529283,Solna station,null
1275002200001,000246,22750022529347,Solna station,null
1275002200001,000246,22750022529411,Solna station,null
1275002200001,000246,22750022529475,Solna station,null
1275002200001,000246,22750022529507,Solna station,null
1275002200001,000246,22750022529571,Solna station,null
1275002200001,000246,22750022529635,Solna station,null
1275002200001,000246,22750022529699,Solna station,null
1275002200001,000246,22750022529731,Solna station,null
1275002200001,000246,22750022529795,Solna station,null
1275002200001,000246,22750022529859,Solna station,null
1275002200001,000246,22750022529923,Solna station,null
1275002200001,000246,22750022529955,Solna station,null
1275002200001,000246,22750022530019,Solna station,null
1275002200001,000246,22750022530083,Solna station,null
1275002200001,000246,22750022530147,Solna station,null
1275002200001,000246,22750022530179,Solna station,null
1275002200001,000246,22750022530243,Solna station,null
1275002200001,000246,22750022530307,Solna station,null
1275002200001,000246,22750022530339,Solna station,null
1275002200001,000246,22750022530371,Solna station,null
1275002200001,000246,22750022530435,Solna station,null
1275002200001,000246,22750022530499,Solna station,null
1275002200001,000246,22750022530883,Solna station,null
1275002200001,000246,22750022531267,Solna station,null
1275002200001,000246,22750022531907,Solna station,null
1275002200001,000246,22750022532067,Solna station,null
1275002200001,000246,22750022532131,Solna station,null
1275002200001,000246,22750022532195,Solna station,null
1275002200001,000246,22750022532259,Solna station,null
1275002200001,000246,22750022532542,Solna station,null
1275002200001,000246,22750022532606,Solna station,null
1275002200001,000246,22750022532670,Solna station,null
1275002200001,000246,22750022532734,Solna station,null
1275002200001,000246,22750022532798,Solna station,null
1275002200001,000246,22750022532862,Solna station,null
1275002200001,000246,22750022532926,Solna station,null
1275002200001,000246,22750022532990,Solna station,null
1275002200001,000246,22750022533054,Solna station,null
1275002200001,000246,22750022533118,Solna station,null
1275002200001,000246,22750022533182,Solna station,null
1275002200001,000246,22750022533246,Solna station,null
1275002200001,000246,22750022533310,Solna station,null
1275002200001,000246,22750022533374,Solna station,null
1275002200001,000246,22750022533438,Solna station,null
1275002200001,000246,22750022533502,Solna station,null
1275002200001,000246,22750022533566,Solna station,null
1275002200001,000246,22750022533630,Solna station,null
1275002200001,000246,22750022533694,Solna station,null
1275002200001,000246,22750022533758,Solna station,null
1275002200001,000246,22750022533822,Solna station,null
1275002200001,000246,22750022533886,Solna station,null
1275002200001,000246,22750022533950,Solna station,null
1275002200001,000246,22750022534014,Solna station,null
1275002200001,000246,22750022534078,Solna station,null
1275002200001,000246,22750022534142,Solna station,null
1275002200001,000246,22750022534206,Solna station,null
1275002200001,000246,22750022534302,Solna station,null
1275002200001,000246,22750022534366,Solna station,null
1275002200001,000246,22750022534430,Solna station,null
1275002200001,000246,22750022534494,Solna station,null
1275002200001,000246,22750022534526,Solna station,null
1275002200001,000246,22750022534590,Solna station,null
1275002200001,000246,22750022534654,Solna station,null
1275002200001,000246,22750022534718,Solna station,null
1275002200001,000246,22750022534782,Solna station,null
1275002200001,000246,22750022534846,Solna station,null
1275002200001,000246,22750022534910,Solna station,null
1275002200001,000246,22750022534974,Solna station,null
1275002200001,000246,22750022535038,Solna station,null
1275002200001,000246,22750022535279,Solna station,null
1275002200001,000246,22750022535956,Solna station,null
1275002200001,000246,22750022535988,Solna station,null
1275002200001,000246,22750022536020,Solna station,null
1275002200001,000246,22750022536148,Solna station,null
1275002200001,000255,22750022528550,Solna station,null
1275002200001,000255,22750022535812,Solna station,null
1275002200001,000083,22750022499285,Solna station,null
1275002200001,000083,22750022499387,Solna station,null
1275002200001,000083,22750022499489,Solna station,null
1275002200001,000083,22750022499591,Solna station,null
1275002200001,000083,22750022499693,Solna station,null
1275002200001,000083,22750022499846,Solna station,null
1275002200001,000083,22750022518546,Solna station,null
1275002200001,000089,22750022499073,Solna station,null
1275002200001,000080,22750022520222,Solna station,null
1275002200001,000080,22750022520368,Solna station,null
1275002200001,000080,22750022520552,Solna station,null
1275002200001,000080,22750022520698,Solna station,null
1275002200001,000246,22750022532323,Solna station,null
1275002200001,000246,22750022532419,Solna station,null
1275002200001,000246,22750022536084,Solna station,null
1275002200001,000080,22750022526941,Solna station,null
1275002200001,000080,22750022527081,Solna station,null
1275002200001,000080,22750022527329,Solna station,null
1275002200001,000080,22750022527431,Solna station,null
1275002200001,000246,22750022530947,Solna station,null
1275002200001,000246,22750022530979,Solna station,null
1275002200001,000246,22750022531075,Solna station,null
1275002200001,000246,22750022531139,Solna station,null
1275002200001,000246,22750022531203,Solna station,null
1275002200001,000246,22750022535687,Solna station,null
1275002200001,000246,22750022535719,Solna station,null
1275002200001,000255,22750022535841,Solna station,null
1275002200001,000080,22750022508473,Solna station,null
1275002200001,000080,22750022518849,Solna station,null
1275002200001,000080,22750022519342,Solna station,null
1275002200001,000246,22750022528439,Solna station,null
1275002200001,000246,22750022531767,Solna station,null
1275002200001,000089,22750022499105,Alvik T-bana,null
1275002200001,000080,22750022498561,Sickla station,null
1275002200001,000080,22750022526589,Sickla station,null
1275002200001,000080,22750022526876,Sickla station,null
1275002200001,000080,22750022527049,Sickla station,null
1275002200001,000080,22750022527189,Sickla station,null
1275002200001,000083,22750022527968,Sickla station,null
1275002200001,000083,22750022528057,Sickla station,null
1275002200001,000083,22750022528286,Sickla station,null
1275002200001,000083,22750022528388,Sickla station,null
1275002200001,000246,22750022508564,Sickla station,null
1275002200001,000246,22750022508634,Sickla station,null
1275002200001,000246,22750022508780,Sickla station,null
1275002200001,000246,22750022508850,Sickla station,null
1275002200001,000246,22750022508958,Sickla station,null
1275002200001,000246,22750022509028,Sickla station,null
1275002200001,000246,22750022528675,Sickla station,null
1275002200001,000246,22750022528707,Sickla station,null
1275002200001,000246,22750022528739,Sickla station,null
1275002200001,000246,22750022528771,Sickla station,null
1275002200001,000246,22750022528835,Sickla station,null
1275002200001,000246,22750022528899,Sickla station,null
1275002200001,000246,22750022528963,Sickla station,null
1275002200001,000246,22750022529027,Sickla station,null
1275002200001,000246,22750022529091,Sickla station,null
1275002200001,000246,22750022529155,Sickla station,null
1275002200001,000246,22750022529219,Sickla station,null
1275002200001,000246,22750022529315,Sickla station,null
1275002200001,000246,22750022529379,Sickla station,null
1275002200001,000246,22750022529443,Sickla station,null
1275002200001,000246,22750022529539,Sickla station,null
1275002200001,000246,22750022529603,Sickla station,null
1275002200001,000246,22750022529667,Sickla station,null
1275002200001,000246,22750022529763,Sickla station,null
1275002200001,000246,22750022529827,Sickla station,null
1275002200001,000246,22750022529891,Sickla station,null
1275002200001,000246,22750022529987,Sickla station,null
1275002200001,000246,22750022530051,Sickla station,null
1275002200001,000246,22750022530115,Sickla station,null
1275002200001,000246,22750022530211,Sickla station,null
1275002200001,000246,22750022530275,Sickla station,null
1275002200001,000246,22750022530403,Sickla station,null
1275002200001,000246,22750022530467,Sickla station,null
1275002200001,000246,22750022530531,Sickla station,null
1275002200001,000246,22750022530563,Sickla station,null
1275002200001,000246,22750022530595,Sickla station,null
1275002200001,000246,22750022530627,Sickla station,null
1275002200001,000246,22750022530659,Sickla station,null
1275002200001,000246,22750022530691,Sickla station,null
1275002200001,000246,22750022530723,Sickla station,null
1275002200001,000246,22750022530755,Sickla station,null
1275002200001,000246,22750022530787,Sickla station,null
1275002200001,000246,22750022530819,Sickla station,null
1275002200001,000246,22750022530851,Sickla station,null
1275002200001,000246,22750022530915,Sickla station,null
1275002200001,000246,22750022531011,Sickla station,null
1275002200001,000246,22750022531043,Sickla station,null
1275002200001,000246,22750022532355,Sickla station,null
1275002200001,000246,22750022532387,Sickla station,null
1275002200001,000246,22750022532451,Sickla station,null
1275002200001,000246,22750022532510,Sickla station,null
1275002200001,000246,22750022532574,Sickla station,null
1275002200001,000246,22750022532638,Sickla station,null
1275002200001,000246,22750022532702,Sickla station,null
1275002200001,000246,22750022532766,Sickla station,null
1275002200001,000246,22750022532830,Sickla station,null
1275002200001,000246,22750022532894,Sickla station,null
1275002200001,000246,22750022532958,Sickla station,null
1275002200001,000246,22750022533022,Sickla station,null
1275002200001,000246,22750022533086,Sickla station,null
1275002200001,000246,22750022533150,Sickla station,null
1275002200001,000246,22750022533214,Sickla station,null
1275002200001,000246,22750022533278,Sickla station,null
1275002200001,000246,22750022533342,Sickla station,null
1275002200001,000246,22750022533406,Sickla station,null
1275002200001,000246,22750022533470,Sickla station,null
1275002200001,000246,22750022533534,Sickla station,null
1275002200001,000246,22750022533598,Sickla station,null
1275002200001,000246,22750022533662,Sickla station,null
1275002200001,000246,22750022533726,Sickla station,null
1275002200001,000246,22750022533790,Sickla station,null
1275002200001,000246,22750022533854,Sickla station,null
1275002200001,000246,22750022533918,Sickla station,null
1275002200001,000246,22750022533982,Sickla station,null
1275002200001,000246,22750022534046,Sickla station,null
1275002200001,000246,22750022534110,Sickla station,null
1275002200001,000246,22750022534174,Sickla station,null
1275002200001,000246,22750022534238,Sickla station,null
1275002200001,000246,22750022534270,Sickla station,null
1275002200001,000246,22750022534334,Sickla station,null
1275002200001,000246,22750022534398,Sickla station,null
1275002200001,000246,22750022534462,Sickla station,null
1275002200001,000246,22750022534558,Sickla station,null
1275002200001,000246,22750022534622,Sickla station,null
1275002200001,000246,22750022534686,Sickla station,null
1275002200001,000246,22750022534750,Sickla station,null
1275002200001,000246,22750022534814,Sickla station,null
1275002200001,000246,22750022534878,Sickla station,null
1275002200001,000246,22750022534942,Sickla station,null
1275002200001,000246,22750022535006,Sickla station,null
1275002200001,000246,22750022535070,Sickla station,null
1275002200001,000246,22750022535129,Sickla station,null
1275002200001,000246,22750022535188,Sickla station,null
1275002200001,000246,22750022535247,Sickla station,null
1275002200001,000246,22750022535594,Sickla station,null
1275002200001,000246,22750022536116,Sickla station,null
1275002200001,000255,22750022531363,Sickla station,null
1275002200001,000255,22750022531392,Sickla station,null
1275002200001,000255,22750022531421,Sickla station,null
1275002200001,000255,22750022531450,Sickla station,null
1275002200001,000255,22750022531479,Sickla station,null
1275002200001,000255,22750022535512,Sickla station,null
1275002200001,000255,22750022535626,Sickla station,null
1275002200001,000255,22750022535783,Sickla station,null
1275002200001,000080,22750022519240,Sickla station,null
1275002200001,000080,22750022519719,Sickla station,null
1275002200001,000083,22750022499336,Sickla station,null
1275002200001,000083,22750022499438,Sickla station,null
1275002200001,000083,22750022499540,Sickla station,null
1275002200001,000083,22750022499642,Sickla station,null
1275002200001,000083,22750022499744,Sickla station,null
1275002200001,000083,22750022499795,Sickla station,null
1275002200001,000083,22750022499897,Sickla station,null
1275002200001,000246,22750022528486,Sickla station,null
1275002200001,000246,22750022528518,Sickla station,null
1275002200001,000246,22750022528579,Sickla station,null
1275002200001,000246,22750022528611,Sickla station,null
1275002200001,000246,22750022528643,Sickla station,null
1275002200001,000246,22750022531875,Sickla station,null
1275002200001,000246,22750022531939,Sickla station,null
1275002200001,000246,22750022531971,Sickla station,null
1275002200001,000246,22750022532035,Sickla station,null
1275002200001,000246,22750022532099,Sickla station,null
1275002200001,000246,22750022532163,Sickla station,null
1275002200001,000246,22750022532227,Sickla station,null
1275002200001,000246,22750022532291,Sickla station,null
1275002200001,000246,22750022536052,Sickla station,null
1275002200001,000089,22750022499041,Sickla station,null
1275002200001,000089,22750022535424,Sickla station,null
1275002200001,000083,22750022518989,Sickla station,null
1275002200001,000080,22750022519040,Sickla station,null
1275002200001,000246,22750022531848,Sickla station,null
1275002200001,000246,22750022535902,Sickla station,null
1275002200001,000246,22750022535929,Sickla station,null
1275001300001,000080,22750013331353,Ropsten T-bana,null
1275001300001,000080,22750013854236,Ropsten T-bana,null
1275001300001,000080,22750013331328,Ropsten T-bana,null
1275001300001,000080,22750013336355,Ropsten T-bana,null
1275001300001,000080,22750013906835,Ropsten T-bana,null
1275001300001,000080,22750013908639,Ropsten T-bana,null
1275001300001,000083,22750013907254,Ropsten T-bana,null
1275001300001,000083,22750013908166,Ropsten T-bana,null
1275001300001,000083,22750013908208,Ropsten T-bana,null
1275001300001,000083,22750013908562,Ropsten T-bana,null
1275001300001,000083,22750013908649,Ropsten T-bana,null
1275001300001,000080,22750013852636,Ropsten T-bana,null
1275001300001,000080,22750013852870,Ropsten T-bana,null
1275001300001,000080,22750013852898,Ropsten T-bana,null
1275001300001,000080,22750013853078,Ropsten T-bana,null
1275001300001,000080,22750013854050,Ropsten T-bana,null
1275001300001,000080,22750013854470,Ropsten T-bana,null
1275001300001,000080,22750013854565,Ropsten T-bana,null
1275001300001,000080,22750013855352,Ropsten T-bana,null
1275001300001,000080,22750013855359,Ropsten T-bana,null
1275001300001,000080,22750013855453,Ropsten T-bana,null
1275001300001,000080,22750013855706,Ropsten T-bana,null
1275001300001,000080,22750013855754,Ropsten T-bana,null
1275001300001,000080,22750013856929,Ropsten T-bana,null
1275001300001,000080,22750013857384,Ropsten T-bana,null
1275001300001,000080,22750013857427,Ropsten T-bana,null
1275001300001,000080,22750013857894,Ropsten T-bana,null
1275001300001,000080,22750013858382,Ropsten T-bana,null
1275001300001,000080,22750013859412,Ropsten T-bana,null
1275001300001,000080,22750013860525,Ropsten T-bana,null
1275001300001,000080,22750013860856,Ropsten T-bana,null
1275001300001,000080,22750013861664,Ropsten T-bana,null
1275001300001,000080,22750013861680,Ropsten T-bana,null
1275001300001,000080,22750013861761,Ropsten T-bana,null
1275001300001,000080,22750013862010,Ropsten T-bana,null
1275001300001,000080,22750013862390,Ropsten T-bana,null
1275001300001,000080,22750013862677,Ropsten T-bana,null
1275001300001,000080,22750013862792,Ropsten T-bana,null
1275001300001,000080,22750013906815,Ropsten T-bana,null
1275001300001,000080,22750013906915,Ropsten T-bana,null
1275001300001,000080,22750013907050,Ropsten T-bana,null
1275001300001,000080,22750013907487,Ropsten T-bana,null
1275001300001,000080,22750013907795,Ropsten T-bana,null
1275001300001,000080,22750013908186,Ropsten T-bana,null
1275001300001,000080,22750013908546,Ropsten T-bana,null
1275001300001,000089,22750013894000,Ropsten T-bana,null
1275001300001,000080,22750013907005,Ropsten T-bana,null
1275001300001,000080,22750013907088,Ropsten T-bana,null
1275001300001,000080,22750013907216,Ropsten T-bana,null
1275001300001,000080,22750013907233,Ropsten T-bana,null
1275001300001,000080,22750013907697,Ropsten T-bana,null
1275001300001,000083,22750013906713,Ropsten T-bana,null
1275001300001,000083,22750013907061,Ropsten T-bana,null
1275001300001,000083,22750013907237,Ropsten T-bana,null
1275001300001,000083,22750013907257,Ropsten T-bana,null
1275001300001,000083,22750013907419,Ropsten T-bana,null
1275001300001,000083,22750013907473,Ropsten T-bana,null
1275001300001,000083,22750013907492,Ropsten T-bana,null
1275001300001,000083,22750013907649,Ropsten T-bana,null
1275001300001,000080,22750013336072,Ropsten T-bana,null
1275001300001,000080,22750013336451,Ropsten T-bana,null
1275001300001,000080,22750013853903,Ropsten T-bana,null
1275001300001,000080,22750013853964,Ropsten T-bana,null
1275001300001,000080,22750013854550,Ropsten T-bana,null
1275001300001,000080,22750013856116,Ropsten T-bana,null
1275001300001,000080,22750013856150,Ropsten T-bana,null
1275001300001,000080,22750013856705,Ropsten T-bana,null
1275001300001,000080,22750013857142,Ropsten T-bana,null
1275001300001,000080,22750013858475,Ropsten T-bana,null
1275001300001,000080,22750013858718,Ropsten T-bana,null
1275001300001,000080,22750013859693,Ropsten T-bana,null
1275001300001,000080,22750013860280,Ropsten T-bana,null
1275001300001,000080,22750013860443,Ropsten T-bana,null
1275001300001,000080,22750013860973,Ropsten T-bana,null
1275001300001,000080,22750013862325,Ropsten T-bana,null
1275001300001,000080,22750013862428,Ropsten T-bana,null
1275001300001,000080,22750013907553,Ropsten T-bana,null
1275001300001,000080,22750013854512,Ropsten T-bana,null
1275001300001,000080,22750013855862,Ropsten T-bana,null
1275001300001,000080,22750013856224,Ropsten T-bana,null
1275001300001,000080,22750013856883,Ropsten T-bana,null
1275001300001,000080,22750013857983,Ropsten T-bana,null
1275001300001,000080,22750013859538,Ropsten T-bana,null
1275001300001,000080,22750013860316,Ropsten T-bana,null
1275001300001,000080,22750013862359,Ropsten T-bana,null
1275001300001,000083,22750013336824,Ropsten T-bana,null
1275001300001,000083,22750013336876,Ropsten T-bana,null
1275001300001,000083,22750013336928,Ropsten T-bana,null
1275001300001,000083,22750013336980,Ropsten T-bana,null
1275001300001,000083,22750013337032,Ropsten T-bana,null
1275001300001,000083,22750013337084,Ropsten T-bana,null
1275001300001,000083,22750013337136,Ropsten T-bana,null
1275001300001,000083,22750013337188,Ropsten T-bana,null
